Deadline,AFADeadline,Organisation,Title,Location,App_link,App_email,Required_Docs,Other_Docs,Summary,App_JobID,source,Link,timestamp
2024-12-06T20:00:00+08:00,12/9/2024,Tsinghua University,Faculty Positions,CN,https://eng.pbcsf.tsinghua.edu.cn/Faculty/Recruitment/Tenure_Track.htm,recruitment@pbcsf.tsinghua.edu.cn,,,"PBC School of Finance, Tsinghua University is accepting applications for faculty positions at all ranks in finance and economics, starting in September 2025.",,AFA,https://careers.afajof.org/job/322736,2024-10-23T21:39:27.589
10/31/2024,10/31/2024,Georgetown University McDonough School of Business,Assistant Professor of Finance,"Washington D.C., US",[http://apply.interfolio.com/116419](http://apply.interfolio.com/116419),"jennie.bai@georgetown.edu, rohan.williamson@georgetown.edu, xiaofei.zhao@georgetown.edu","Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)",,"Georgetown University's McDonough School of Business invites applications for a full-time, tenure-track appointment at the rank of assistant professor of finance beginning Fall 2025.", ,AFA,https://careers.afajof.org/job/322741,2024-10-23T21:39:27.589
11/24/2024,10/31/2024,University of Warwick,Assistant Professor in Finance,"Coventry, West Midlands, GB",https://econjobmarket.org/positions/10898,academic.recruitment@wbs.ac.uk,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)",,"Apply for Assistant Professor in Finance position at the University of Warwick before November 24, 2024. Required documents include cover letter, CV, research papers, and three recommenders.",,AFA,https://careers.afajof.org/job/322739,2024-10-23T21:39:27.589
11/24/2024,11/30/2024,Shanghai University of Finance and Economics,Tenure-track Faculty Positions at School of Finance Shanghai University of Finance and Economics,CN,https://econjobmarket.org/positions/10860,,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,Tenure-track faculty positions in finance at SUFE School of Finance. Starting fall 2025. Competitive compensation package. Candidates must demonstrate capacity for high-quality research and excellent teaching.,,AFA,https://careers.afajof.org/job/322714,2024-10-23T21:39:27.589
11/15/2024,11/15/2024,Stanford Graduate School of Business,Faculty Positions in Finance,"Stanford, California, US",http://www.gsb.stanford.edu/recruiting,Faculty_Recruiter@gsb.stanford.edu,"Curriculum Vitae, Job Market Paper/other papers, References (3)","Research Papers and Publications, Teaching Evaluations","The Graduate School of Business at Stanford University seeks applications for tenure-track faculty positions in finance. Applicants should possess a strong research background and an interest in finance, and the ability to teach courses in finance effectively in both MBA and PhD programs.",,AFA,https://careers.afajof.org/job/322737,2024-10-23T21:39:27.589
10/27/2024,10/27/2024,University of Denver - Reiman School of Finance,"Assistant Professor of Finance, Reiman School of Finance","Denver, Colorado, US",https://jobs.du.edu/en-us/job/497595/www.jobs.du.edu,,"Cover Letter, Curriculum Vitae, Teaching Statement",References (3),"Assistant Professor position in the Reiman School of Finance, teaching and research focused on corporate finance. Candidates must have a doctorate in finance or a closely related field.",,AFA,https://careers.afajof.org/job/322735,2024-10-23T21:39:27.589
10/30/2024,10/30/2024,Barnard College,Controller,"New York City, New York, US",https://www.click2apply.net/BD4gJVTA4RyReunzLuBAKg, ,"Cover Letter, Curriculum Vitae",,"This application is for the Controller position at Barnard College in New York City, NY. The candidate must have 10 years of experience in Accounting/Finance and a Bachelor’s degree with an active C.P.A license.",JR4016,AFA,https://careers.afajof.org/job/322734,2024-10-23T21:39:27.589
11/27/2024,11/27/2024,NEW YORK UNIVERSITY STERN SCHOOL OF BUSINESS,"Assistant Professor of Finance, tenure-track (NYU Stern)","New York City, New York, US",https://apply.interfolio.com/151318, ,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,The Department of Finance at NYU Stern invites applications for a tenure-track faculty appointment at the assistant professor level starting in September 2025., ,AFA,https://careers.afajof.org/job/322589,2024-10-23T21:39:27.589
2/1/2025,11/26/2024,University of Illinois at Urbana Champaign,"Assistant, Associate or Full Professor Department of Finance","Champaign, Illinois, US",https://jobs.illinois.edu,hrichmnd@illinois.edu,Curriculum Vitae,,"Assistant Professor, Tenured Associate or Full Professor position in the Department of Finance at Gies College of Business, University of Illinois. Candidates must demonstrate evidence of research publishable in leading finance and/or economics journals and teaching effectiveness.",1026501,AFA,https://careers.afajof.org/job/322730,2024-10-23T21:39:27.589
10/30/2024,11/26/2024,Fairfield University,Assistant Professor of Finance,"Fairfield, Connecticut, US",https://ffd.wd1.myworkdayjobs.com/en-US/EmploymentOpportunities/details/Assistant-Professor--Finance_JR0002380,skozlowski@fairfield.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (2), Teaching Statement","published work or a writing sample of current research, teaching evaluations (if available)",Assistant Professor of Finance position at Fairfield University starting Fall 2025. Ph.D. in Finance required. Active research program and commitment to engaged teaching required.,,AFA,https://careers.afajof.org/job/322729,2024-10-23T21:39:27.589
10/27/2024,10/27/2024,University of Wisconsin - Milwaukee,ASSISTANT PROFESSOR,"Milwaukee, Wisconsin, US",https://jobs.uwm.edu/postings/39458, ,"Cover Letter, Curriculum Vitae, References (3), Teaching Evaluations",,Assistant Professor position in Finance at the University of Wisconsin-Milwaukee. Tenure-track position requiring a Ph.D. in Business or a closely related field., ,AFA,https://careers.afajof.org/job/322725,2024-10-23T21:39:27.589
11/25/2024,11/25/2024,National University of Singapore,"Assistant Professors, Associate Professors, and Professors of Finance ",SG, ,fnbbox1@nus.edu.sg,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Research Statement, Teaching Statement",,"The Department of Finance, NUS Business School, invites applications for tenure-track faculty positions in finance at all levels. Candidates working in all areas of finance will be considered.", ,AFA,https://careers.afajof.org/job/322723,2024-10-23T21:39:27.589
11/24/2024,11/25/2024,Arizona State University,Clinical Professor (Open Rank),"Tempe, Arizona, US",<http://apply.interfolio.com/155049%20>,,"Curriculum Vitae, Evidence of teaching competency/teaching evaluations, References (3), Teaching Statement",,Applications are invited for Clinical Professor positions in Finance or Real Estate at Arizona State University with a potential start date of Spring 2025 or Fall 2025.,,AFA,https://careers.afajof.org/job/322720,2024-10-23T21:39:27.589
11/24/2024,11/24/2024,Arizona State University,Assistant or Associate Professor of Finance,"Tempe, Arizona, US",http://apply.interfolio.com/155009,,"Curriculum Vitae, Research Statement","Job Market Paper/other papers, Three Confidential Letters of Recommendations",The Department of Finance at Arizona State University invites applications for a faculty position at the rank of Assistant Professor tenure-track or Associate Professor with tenure. Appointment begins in August 2025.,,AFA,https://careers.afajof.org/job/322718,2024-10-23T21:39:27.589
11/15/2024,11/15/2024,HEC Montreal,Tenure-Track Faculty Position in Finance,"Montréal, Quebec, CA",https://tre.tbe.taleo.net/tre01/ats/careers/v2/applyRequisition?org=NYQEDG&cws=43&rid=1032,,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers (1 to 3), Ph.D. Diploma/Expected Graduation Date",,Finance Department at HEC Montréal invites applications for a tenure-track faculty position starting in academic year 2025/2026. Candidates sought in all areas of finance.,,AFA,https://careers.afajof.org/job/322717,2024-10-23T21:39:27.589
11/15/2024,10/24/2024,University of Massachusetts Amherst,Assistant Professor of Finance,"Amherst, Massachusetts, US",https://careers.umass.edu/en-us/job/524985/assistant-professor-of-finance,,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"Applications are invited for a tenure-track position in the Finance Department at Isenberg School of Management, UMass Amherst. Successful candidates are expected to be productive researchers and effective teachers.",,AFA,https://careers.afajof.org/job/322712,2024-10-23T21:39:27.589
10/24/2024,10/24/2024,University of Sydney,0124735 Sydney Horizon Educators/Teaching and Research (The University of Sydney Business School),"New South Wales, AU",https://usyd.wd3.myworkdayjobs.com/USYD_EXTERNAL_CAREER_SITE/job/Darlington-Campus/Sydney-Horizon-Educators-Teaching-and-Research--The-University-of-Sydney-Business-School-_0124735-2,hr.recruitmentcampaign@sydney.edu.au,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers",,"The University of Sydney Business School is recruiting talented and ambitious individuals for full-time, continuing Lecturer positions in the Discipline of Finance.", ,AFA,https://careers.afajof.org/job/322711,2024-10-23T21:39:27.589
11/30/2024,10/24/2024,"The Chinese University of Hong Kong, Shenzhen",Assistant Professor/Associate Professor/Professor in Finance –The School of Management and Economics,CN,http://academicrecruit.cuhk.edu.cn/sme,smefinrecruit@cuhk.edu.cn,"Curriculum Vitae, Job Market Paper/other papers, Teaching Statement",Teaching evaluations,"The Chinese University of Hong Kong, Shenzhen is seeking applicants for full-time, tenure-track faculty positions in Finance at all levels.",,AFA,https://careers.afajof.org/job/322703,2024-10-23T21:39:27.589
1/3/2025,11/22/2024,Analysis Group,Summer Associate Intern - Generalist (PhD) (2025 Start Date),"Los Angeles, California, US",<https://www.analysisgroup.com/summer-associate-pay/>,,"Cover Letter, Curriculum Vitae",,"Analysis Group is looking for a summer associate with a Ph.D. in Economics or Finance degree, graduating by Spring 2026. The position involves working on complex business problems within a collaborative environment. The application deadline is January 3, 2025. Interviews will begin in mid-January.",,AFA,https://careers.afajof.org/job/322708,2024-10-23T21:39:27.589
11/18/2024,11/22/2024,Analysis Group,Associate - Generalist (PhD) (2025 Start Date),"Chicago, Illinois, US",https://www.analysisgroup.com/,Associate.Recruiter@analysisgroup.com,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)",,"Application for Associate position at Analysis Group, requiring a Ph.D. in Economics or related field. Submit cover letter, CV, job market paper, and three letters of recommendation.",,AFA,https://careers.afajof.org/job/322707,2024-10-23T21:39:27.589
11/22/2024,11/22/2024,University of Alberta,Tenured or Tenure-Track Faculty Positions in Finance,"Alberta, CA",https://apps.ualberta.ca/careers/posting/1282,financechair@ualberta.ca,"Curriculum Vitae, Job Market Paper/other papers, Teaching Statement",References (3),"Apply for a tenured or tenure-track faculty position in Finance at the University of Alberta. Submit a CV, research samples, available teaching ratings, and three references.", ,AFA,https://careers.afajof.org/job/322706,2024-10-23T21:39:27.589
10/18/2024,10/23/2024,University of Massachusetts Amherst,Lecturer - Finance,"Amherst, Massachusetts, US",https://careers.umass.edu/en-us/job/524858/lecturer-finance,,"Cover Letter, Curriculum Vitae",,"Full-time, non-tenure Lecturer position in Finance at Isenberg School of Management, UMass Amherst starting February 1, 2025. Candidates must be able to teach various finance courses and have a master's degree with finance work experience. An earned doctorate in Finance and/or Economics is preferred.",,AFA,https://careers.afajof.org/job/322705,2024-10-23T21:39:27.589
11/19/2024,11/19/2024,SUFE-DIFA,Dishui Lake Advanced Finance Institute at Shanghai University of Finance and Economics Job Openings,CN, ,luo.yangfan@sufe.edu.cn,"Cover Letter, Curriculum Vitae, Evidence of Teaching Effectiveness, Job Market Paper/other papers, References (3)",,"Dishui Lake Advanced Finance Institute at Shanghai University of Finance and Economics (SUFE-DAFI) invites applications for multiple tenure-track and non-tenure-track positions in all areas of finance with special interests in fintech, sustainable finance, international finance, and related interdisciplinary areas.", ,AFA,https://careers.afajof.org/job/322698,2024-10-23T21:39:27.589
8/1/2025,11/23/2024,"Faculty of Business Administration, University of Macau",Associate/Assistant Professor in Finance,MO,https://career.admo.um.edu.mo/fba_fbe_aap_09_2024/,kelmenyeung@um.edu.mo,,,"The University of Macau is seeking an Associate/Assistant Professor in Finance. Applicants should have a doctoral degree in Finance, Management, Economics, or a closely related field, ability to teach undergraduate, postgraduate and PhD courses, and ability to publish research papers in high-ranked journals in related fields.",,AFA,https://careers.afajof.org/job/322678,2024-10-23T21:39:27.589
11/30/2024,11/17/2024,Columbia Climate School ,Assistant/Associate Professor in Climate Finance,"New York City, New York, US",http://apply.interfolio.com/154432,gcohen@climate.columbia.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Statement of Commitment to Equity, Diversity, and Inclusion, Statement of Teaching Interests",Summary of Current and Proposed Research,Tenure-track Assistant or Associate Professor position in Climate Finance at Columbia University's Climate School. Applicants should have a Ph.D. in finance or economics and demonstrate exceptional research and teaching promise/abilities., ,AFA,https://careers.afajof.org/job/322692,2024-10-23T21:39:27.589
11/8/2024,11/17/2024,Federal Reserve Board of Governors,Financial Economist,"Washington D.C., US",https://www.aeaweb.org/joe/listings,,"Curriculum Vitae, Job Market Paper/other papers, Personal Statement, References (3)",Questions regarding citizenship in the JOE application,"The Federal Reserve Board is seeking new Ph.D. and seasoned economist candidates. Apply by November 8, 2024, through the AEA Job Openings for Economists website.",,AFA,https://careers.afajof.org/job/322689,2024-10-23T21:39:27.589
11/8/2024,11/8/2024,The University of Texas at Austin,"Professor of Finance (Assistant, Associate, and Full)","Austin, Texas, US",https://apply.interfolio.com/153662,,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)",,"Applications invited for research and teaching positions at University of Texas. Requires Ph.D. or near completion, strong publication record, and ability to teach at undergraduate and graduate levels.",,AFA,https://careers.afajof.org/job/322688,2024-10-23T21:39:27.589
11/14/2024,11/14/2024,Rotman School of Management,Assistant Professor - Finance,"Ontario, CA",<https://jobs.utoronto.ca/>,[finance.recruiting@rotman.utoronto.ca](mailto:finance.recruiting@rotman.utoronto.ca),"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Research Statement, Teaching Statement","sample course materials, evidence of superior performance in other teaching-related activities","Full-time tenure stream appointment in the Finance Area at Rotman School of Management, University of Toronto. Candidates must provide evidence of research excellence and demonstrate excellence in teaching.",39111,AFA,https://careers.afajof.org/job/322683,2024-10-23T21:39:27.589
3/31/2025,11/15/2024,The University of Chicago Booth School of Business,Assistant/Associate Professor of Finance ,"Chicago, Illinois, US",https://apply.interfolio.com/145324,,"Curriculum Vitae, Job Market Paper/other papers, References (2)",,The University of Chicago Booth School of Business is seeking to appoint outstanding scholars to tenure-track positions in Finance for the 2025-26 academic year.,,AFA,https://careers.afajof.org/job/322681,2024-10-23T21:39:27.589
11/15/2024,11/15/2024,"London School of Economics, Department of Finance",Assistant Professor in Finance,"London (Greater), GB",https://jobs.lse.ac.uk/Vacancies/W/1609/0/436663/15539/assistant-professor-in-finance,m.comben@lse.ac.uk,"Cover Letter, Curriculum Vitae","Job Market Paper/other papers, Teaching Statement, References (3)",Applications are invited for a career-track Assistant Professor in Finance post at LSE. Candidates should have a completed PhD in finance or economics and demonstrate a clear strategy for future outstanding research., ,AFA,https://careers.afajof.org/job/322649,2024-10-23T21:39:27.589
11/11/2024,11/11/2024,"School of Management, Huazhong University of Science and Technology",faculty ,CN, , ,,,"The school is looking for professors, associate professors, and assistant professors in finance with competitive salaries and start-up funds for research.", ,AFA,https://careers.afajof.org/job/322671,2024-10-23T21:39:27.589
11/10/2024,11/10/2024,Peking University HSBC Business School,Assistant/Associate/Full Professor in Finance,CN, , , , , , ,AFA,https://careers.afajof.org/job/322652,2024-10-23T21:39:27.589
11/10/2024,11/10/2024,Singapore Management University,FULL-TIME FACULTY POSITIONS IN FINANCE,SG,https://smucareers.taleo.net/careersection/smu_ext_ft/jobdetail.ftl?job=24000071&tz=GMT+08:00&tzname=Asia/Singapore,financecv@smu.edu.sg,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, Research Statement, Teaching Evaluation, Teaching Statement",,"Singapore Management University invites applications for finance tenure-track and tenured positions at all levels and in all areas of scholarship. Applications in digital, sustainable, entrepreneurial, and real estate finance are particularly encouraged.",,AFA,https://careers.afajof.org/job/322669,2024-10-23T21:39:27.589
11/30/2024,11/10/2024,KAIST College of Business,FACULTY POSITIONS IN FINANCE,KR,,shjoo2006@kaist.ac.kr,"Curriculum Vitae, Job Market Paper/other papers, References (3)",University full-time faculty application form,KAIST College of Business invites applications for tenure-track or tenured positions in Finance. Candidates must have a Ph.D. or be in the final stage of dissertation and be qualified to teach finance courses.,,AFA,https://careers.afajof.org/job/322668,2024-10-23T21:39:27.589
11/28/2024,11/10/2024,"Nanyang Business School, Nanyang Technological University",Open Rank Professor Positions in Finance ,SG,https://ntu.wd3.myworkdayjobs.com/Careers/job/Gaia/Open-Rank-Professor-Positions-in-Finance_R00018385,nbs-fin-recruiting@ntu.edu.sg,"Cover Letter, Curriculum Vitae","Job Market Paper/other papers, Teaching Statement, References (3)",Nanyang Business School invites applications for multiple tenure-track Open Rank Professor Positions in Finance.,R00018385,AFA,https://careers.afajof.org/job/322667,2024-10-23T21:39:27.589
10/30/2024,10/30/2024,Technical University of Munich (TUM) ,Professor in » Data Science for Finance « and » Transportation Analytics «,DE,http://www.recruit.tum.de,,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)",,"Applications invited for W2/W3 Professor positions in 'Data Science for Finance' and 'Transportation Analytics' at Technical University of Munich, Germany.",,AFA,https://careers.afajof.org/job/322660,2024-10-23T21:39:27.589
11/15/2024,11/5/2024,Bocconi University,Assistant Professor of Finance (Tenure Track),IT,www.unibocconi.eu/jobmarket,faculty@unibocconi.it,"Curriculum Vitae, Job Market Paper/other papers, References (3)",List of titles and publications,"Bocconi University invites applications for a tenure-track position at the Assistant Professor level in the Department of Finance, starting in the Fall 2025. The position is open to candidates working in all fields of Finance.",,AFA,https://careers.afajof.org/job/322658,2024-10-23T21:39:27.589
10/28/2024,10/28/2024,"Insurance, Legal Studies and Real Estate, Terry College of Business, University of Georgia",Assistant or Associate Professor in Risk and Insurance,"Athens, Georgia, US", ,dmccarth@uga.edu or mragin@uga.edu,"Cover Letter, Curriculum Vitae, Research Statement, Teaching Statement",,"UGA seeks candidates for Assistant or Associate Professor of Risk Management. Tenure-track or tenured position with high expectations for research, teaching, and service.", ,AFA,https://careers.afajof.org/job/322646,2024-10-23T21:39:27.589
10/26/2024,10/26/2024,Fordham University,"Tenure-Track: Finance and Business Economics, Gabelli School of Business","Bronx, New York, US", , ,"Cover Letter, Curriculum Vitae, References (3), Research Statement, Teaching Statement",,"The Gabelli School of Business at Fordham University is inviting applications for an Assistant professor position in Finance, starting Fall 2025. Hiring is contingent upon the university's final budget approval.", ,AFA,https://careers.afajof.org/job/322639,2024-10-23T21:39:27.589
10/26/2024,10/26/2024,Vanderbilt University - Owen Graduate School of Management,Seasoned Assistant/Tenured Associate Professors in Finance,"Nashville, Tennessee, US",http://apply.interfolio.com/153019, ,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, Research Statement, Teaching Statement",Recent teaching evaluations,The Owen Graduate School of Management at Vanderbilt University is seeking applications for two positions in the Finance group at the seasoned assistant/tenured associate level to begin August 2025. Candidates must have a Ph.D. in finance or closely related field from an AACSB accredited university., ,AFA,https://careers.afajof.org/job/322638,2024-10-23T21:39:27.589
,,Texas A&M University: Mays Business School: Finance,Tenured: Associate Professor or Professor,"College Station, Texas.",apply.interfolio.com/157426,sjohnson@mays.tamu.edu,"Cover Letter, Curriculum Vitae, References (3), Research Statement",Personal Statement,"The Adam C. Sinn ’00 Department of Finance at Mays Business School, Texas A&M University invites applications for multiple full-time tenured faculty positions beginning Fall of 2025.",J16093,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16093,2024-10-23T21:39:07.644
,,University of North Texas,Clinical Assistant/Associate Professor,"Denton, Texas.",https://careers.untsystem.edu/home, ,"Cover Letter, Curriculum Vitae",,The University of North Texas invites applications for a Clinical Assistant/Associate Professor of Finance position starting in Fall 2025.,J16090,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16090,2024-10-23T21:39:07.644
,,University of Pittsburgh,Appointment Stream (non-tenure track) Faculty Position in Finance,"Pittsburgh, Pennsylvania.",https://cfopitt.taleo.net/careersection/pitt_faculty_external/jobdetail.ftl?job=24008055&tz=GMT-04%3A00&tzname=America%2FNew_York,finfacultysearch@katz.pitt.edu,"Cover Letter, Curriculum Vitae, References (3), Statement of Teaching Interests and Experience",,Application for a full-time non-tenure track faculty position in Finance at the University of Pittsburgh.,J16076,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16076,2024-10-23T21:39:07.644
11/17/2024,,University of Pittsburgh,Tenure Stream Faculty in Finance,"Pittsburgh, Pennsylvania. United States",https://cfopitt.taleo.net/careersection/pitt_faculty_external/jobsearch.ftl?lang=en&portal=12100023232,finfacultysearch@katz.pitt.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Research Statement, Statement of Teaching Interests and Experience",,Tenure-Stream Assistant Professor position in Finance at the University of Pittsburgh. PhD in Finance or related field required.,J16075,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16075,2024-10-23T21:39:07.644
,,Frankfurt School of Finance & Management gGmbH,Post-Doc (f/m/d) Center for European Transformation,"Frankfurt am Main, Germany",http://apply.interfolio.com/133417,c.kus@fs.de,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (2)",work-in-progress abstracts,Applications invited for a post-doctoral fellow position at Frankfurt School of Finance & Management with a focus on financial intermediation and (debt) capital markets.,J16067,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16067,2024-10-23T21:39:07.644
11/29/2024,,University of Naples Federico II,Research Fellowships,"Naples, Italy",https://econjobmarket.org/positions/11008,csef@unina.it,"Curriculum Vitae, Job Market Paper/other papers, References (2)",,"Research Fellowships at University of Naples Federico II. Applications due November 29, 2024. Submit CV, research paper, and two reference letters.",J16060,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16060,2024-10-23T21:39:07.644
12/1/2024,,Stern at NYUAD,"Assistant Professor of Finance, Tenure-track - Stern at NYUAD","Abu Dhabi, United Arab Emirates",https://apply.interfolio.com/156887,nyuad.academicrecruitment@nyu.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Research Statement, Teaching Statement",Recent teaching evaluations (if available),"Assistant Professor position in Finance at Stern School of Business, NYU Abu Dhabi. Ph.D. required. Apply with CV, cover letter, teaching and research statements, recent publications, and references.",J16058,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16058,2024-10-23T21:39:07.644
11/22/2024,,"BI Norwegian Business School, Department of Finance",Faculty positions in Finance,"Oslo, Norway", ,financerecruiting@bi.no,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)",,"Full-time, tenure-track faculty positions in Finance at BI Norwegian Business School are available at all levels. Employment begins in August 2025.",J16050,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16050,2024-10-23T21:39:07.644
,,University of Miami Herbert Business School,Open Rank Tenure Track Faculty Position,"Coral Gables, Miami, Florida.",https://careers.miami.edu/us/en/job/R100081474/MHBS-Assistant-Associate-Full-Professor,ktp31@bus.miami.edu,"Curriculum Vitae, Job Market Paper/other papers (3), References (3), Research Statement, Teaching Statement",,"The Miami Herbert Business School is seeking candidates for tenure track faculty positions in finance, starting as early as July 2025.",J16053,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16053,2024-10-23T21:39:07.644
10/30/2024,,Pennsylvania State University,Nittany Lion Fund (NLF) President,"University Park, Pennsylvania.",http://psu.wd1.myworkdayjobs.com/PSU_Academic/job/Penn-State-University-Park/Nittany-Lion-Fund--NLF--President_REQ_0000060880-1,finance.recruiting@psu.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"Apply for the Nittany Lion Fund President position at Penn State University Park. Submit vita, letter of interest, publications, teaching evaluations, and 3 professional references.",J16044,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16044,2024-10-23T21:39:07.644
12/6/2024,,"Tsinghua University, PBC School of Finance","Professor, Associate Professor, Assistant Professor","Beijing, China",https://facultyrecruitment.pbcsf.tsinghua.edu.cn,,Curriculum Vitae,,"Applicants for finance and economics professor positions should have a Ph.D. and demonstrate capability in teaching, research, and service.",J16039,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16039,2024-10-23T21:39:07.644
11/24/2024,,ESCP Business School,"Assistant/Associate Professor of Finance – London, Madrid, Paris, or Turin","London (UK), Madrid (Spain), Paris (France), or Turin (Italy), France",https://econjobmarket.org/positions/11002,finance@escp.eu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Research Statement, Teaching Statement",,"Assistant/Associate Professor of Finance position at ESCP Business School. Candidates should have completed or be near completing a Ph.D. in Finance or Economics. Application deadline is November 24, 2024.",J16037,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16037,2024-10-23T21:39:07.644
,,Iowa State University,Assistant Professor of Finance,"Ames, Iowa. United States",https://isu.wd1.myworkdayjobs.com/IowaStateJobs/job/Ames-IA/Assistant-Professor-of-Finance_R15718,jfinch@iastate.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)",,Assistant Professor of Finance position at Iowa State University beginning August 2025. Responsibilities include conducting research and teaching at graduate and undergraduate levels.,J16034,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16034,2024-10-23T21:39:07.644
,,"School of Business Administration, University of Haifa",Tenure-track position in Finance,"Haifa, Israel",https://bschool.hevra.haifa.ac.il/index.php/en/,mbiron@univ.haifa.ac.il,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"Tenure-track finance position requiring a PhD, publications, and grant experience. International research and Master’s level teaching experience are desirable.",J16018,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16018,2024-10-23T21:39:07.644
11/15/2024,,The Ohio State University,Assistant Professor in Finance,"Columbus, Ohio.",https://fisher.osu.edu/academic-departments/department-finance/finance-faculty-recruiting,finance.recruiting@fisher.osu.edu,"Curriculum Vitae, Job Market Paper/other papers, Teaching Statement",,"Assistant Professor position in Finance at The Ohio State University. Ph.D. in finance or economics required. Focus on microstructure, behavioral finance, and fintech.",J16009,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16009,2024-10-23T21:39:07.644
11/22/2024,,University College London,Assistant Professor (Lecturer) in Finance,"London, United Kingdom",https://econjobmarket.org/positions/10955,a.gorbenko@ucl.ac.uk,"Curriculum Vitae, Job Market Paper/other papers",,UCL invites applications for positions of Assistant Professor in Finance. Apply via Econ Job Market website. Online interviews will be conducted during the week of the EEA European Jobmarket.,J16005,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16005,2024-10-23T21:39:07.644
,,Federal Reserve Bank of Atlanta,Financial Economist,"Atlanta, Georgia. United States",https://econjobmarket.org/positions/11007, ,"Curriculum Vitae, Job Market Paper/other papers, References (3)",,"The Federal Reserve Bank of Atlanta is seeking to hire two research economists for its Financial Markets group. Applicants should have a PhD in finance or economics and a track record of publications in financial markets, macro finance, consumer/household finance, or banking & financial institutions.",J15997,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15997,2024-10-23T21:39:07.644
11/18/2024,,INSEAD,"Full-time, tenured, or tenure-track faculty position in the Finance Area","Fontainebleau, France",apply.interfolio.com/157066,insead.FIN-area@insead.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)",Recent Publications/Working Papers,"Full-time, tenure-track finance faculty position at INSEAD. PhD required. Strong research and teaching skills needed. Apply by November 18, 2024.",J16006,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16006,2024-10-23T21:39:07.644
2025-02-11 or 2025-08-16,,Wenzhou-Kean University,2025 Finance Assistant/Associate Professor,"Wenzhou, China",https://apply.interfolio.com/156128,financehiring@wku.edu.cn,"Cover Letter, Curriculum Vitae, References (3), Research Statement, Teaching Statement","Unofficial transcripts, Optional writing sample","Apply for a full-time, tenure-track Assistant/Associate Professor in Finance at Wenzhou-Kean University, starting in Spring or Fall 2025.",J15993,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15993,2024-10-23T21:39:07.644
2/1/2025,,University of Utah David Eccles School of Business,Assistant/Associate/Professor for Finance Department (Campus Faculty),"Salt Lake City, Utah.",https://utah.peopleadmin.com/postings/172190,,"Curriculum Vitae, Evidence of Teaching Ability, Job Market Paper/other papers, References (3)",,Tenure-track faculty position in the Finance Department at the University of Utah. Preference given to Fintech research and teaching expertise.,J15989,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15989,2024-10-23T21:39:07.644
