Deadline,AFADeadline,Organisation,Title,Location,App_link,App_email,Required_Docs,Other_Docs,Summary,App_JobID,source,Link,timestamp
2024-11-08,2024-11-17,Federal Reserve Board of Governors,Financial Economist,"Washington D.C., US",https://www.aeaweb.org/joe/listings/0000-0000/,,"Curriculum Vitae, Job Market Paper, Personal Statement, References (3)",,"This application is for a research economist position at the Federal Reserve Board. The successful candidate will contribute to academic research and policy, work in a collaborative environment, and benefit from extensive data resources.",,AFA,https://careers.afajof.org/job/322689,2024-10-23T20:24:49.731
2024-11-08,2024-11-08,The University of Texas at Austin,"Professor of Finance (Assistant, Associate, and Full)","Austin, Texas, US",https://apply.interfolio.com/153662,,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers",Three Letters of Recommendation,Applications are invited from qualified individuals who have excellent research and teaching capabilities. Ph.D. (or very near completion) is required.,,AFA,https://careers.afajof.org/job/322688,2024-10-23T20:24:49.731
2024-11-14,2024-11-14,Rotman School of Management,Assistant Professor - Finance,"Ontario, CA", , , , , , ,AFA,https://careers.afajof.org/job/322683,2024-10-23T20:24:49.731
2025-03-31,2024-11-15,The University of Chicago Booth School of Business,Assistant/Associate Professor of Finance ,"Chicago, Illinois, US",https://apply.interfolio.com/145324,equalopportunity@uchicago.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (2), Teaching Statement",,"This application is for a tenure-track position in Finance at the University of Chicago Booth School of Business. The deadline is March 31, 2025.",145324,AFA,https://careers.afajof.org/job/322681,2024-10-23T20:24:49.731
2024-11-15,2024-11-15,"London School of Economics, Department of Finance",Assistant Professor in Finance,"London (Greater), GB",https://jobs.lse.ac.uk/Vacancies/W/1609/0/436663/15539/assistant-professor-in-finance,m.comben@lse.ac.uk,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Research Statement, Teaching Statement",,"Applications are invited for one or more career-track Assistant Professor in Finance posts, with a focus on research and teaching at the undergraduate and postgraduate level.",,AFA,https://careers.afajof.org/job/322649,2024-10-23T20:24:49.731
,2024-11-11,"School of Management, Huazhong University of Science and Technology",faculty ,CN,,,"Cover Letter, Curriculum Vitae, References (3)",,This application is for finance professors/associate professor/assistant professor positions. It is non-tenure track.,,AFA,https://careers.afajof.org/job/322671,2024-10-23T20:24:49.731
2024-12-11,2024-11-10,Peking University HSBC Business School,Assistant/Associate/Full Professor in Finance,CN,http://apply.interfolio.com/153058,hr_faculty@phbs.pku.edu.cn,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Research Statement, Teaching Statement",,This application is for a Tenure-Track Assistant/Associate/Full Professor in Finance position at Peking University HSBC Business School.,153058,AFA,https://careers.afajof.org/job/322652,2024-10-23T20:24:49.731
2024-11-10,2024-11-10,Singapore Management University,FULL-TIME FACULTY POSITIONS IN FINANCE,SG,https://smucareers.taleo.net/careersection/smu_ext_ft/jobdetail.ftl?job=24000071&amp;tz=GMT+08:00&amp;tzname=Asia/Singapore,financecv@smu.edu.sg,"Cover Letter, Curriculum Vitae, References (3), Research Statement, Teaching Statement",,This application is for tenure-track and tenured positions in Finance at Singapore Management University.,24000071,AFA,https://careers.afajof.org/job/322669,2024-10-23T20:24:49.731
2024-11-30,2024-11-10,KAIST College of Business,FACULTY POSITIONS IN FINANCE,KR,,shjoo2006@kaist.ac.kr,"Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"Tenure-track or tenured positions in Finance at KAIST College of Business. Qualifications include Ph.D., research experience, and teaching finance courses.",,AFA,https://careers.afajof.org/job/322668,2024-10-23T20:24:49.731
2024-11-28,2024-11-10,"Nanyang Business School, Nanyang Technological University",Open Rank Professor Positions in Finance ,SG,https://ntu.wd3.myworkdayjobs.com/Careers/job/Gaia/Open-Rank-Professor-Positions-in-Finance_R00018385,nbs-fin-recruiting@ntu.edu.sg,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"This application is for the Open Rank Professor Positions in Finance at Nanyang Business School, with a deadline of November 28, 2024.",R00018385,AFA,https://careers.afajof.org/job/322667,2024-10-23T20:24:49.731
2024-10-30,2024-10-30,Technical University of Munich (TUM) ,Professor in » Data Science for Finance « and » Transportation Analytics «,DE,https://recruit.tum.de,,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,Application for Professor in Data Science for Finance and Transportation Analytics at Technical University of Munich.,,AFA,https://careers.afajof.org/job/322660,2024-10-23T20:24:49.731
2024-11-15,2024-11-05,Bocconi University,Assistant Professor of Finance (Tenure Track),IT,https://www.unibocconi.eu/jobmarket,faculty@unibocconi.it,"Curriculum Vitae, Job Market Paper/other papers (max 3), References (3)",,"Assistant Professor of Finance, tenure track position at Bocconi University. Competitive compensation and teaching load.",,AFA,https://careers.afajof.org/job/322658,2024-10-23T20:24:49.731
,2024-10-28,"Insurance, Legal Studies and Real Estate, Terry College of Business, University of Georgia",Assistant or Associate Professor in Risk and Insurance,"Athens, Georgia, US",,"dmccarth@uga.edu, mragin@uga.edu","Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,This application is for the Assistant or Associate Professor position in UGA's Risk Management program at Terry College of Business.,,AFA,https://careers.afajof.org/job/322646,2024-10-23T20:24:49.731
,2024-10-26,Fordham University,"Tenure-Track: Finance and Business Economics, Gabelli School of Business","Bronx, New York, US",,,"Cover Letter, Curriculum Vitae",,The Gabelli School of Business at Fordham University invites applications for a tenure-track faculty position in Finance to start Fall 2025.,,AFA,https://careers.afajof.org/job/322639,2024-10-23T20:24:49.731
,2024-10-26,Vanderbilt University - Owen Graduate School of Management,Seasoned Assistant/Tenured Associate Professors in Finance,"Nashville, Tennessee, US",http://apply.interfolio.com/153019,nick.bollen@vanderbilt.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Research Statement, Teaching Statement",,"This application is for two Finance positions at the Owen Graduate School of Management, Vanderbilt University. The positions are non-tenure track and require a Ph.D. in finance or closely related field.",,AFA,https://careers.afajof.org/job/322638,2024-10-23T20:24:49.731
2025-09-01,,University of North Texas,Clinical Assistant/Associate Professor,"Denton, Texas.",https://careers.untsystem.edu/home,Stuart.Gillan@unt.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,This application is for the Clinical Assistant/Associate Professor of Finance position at the University of North Texas Ryan College of Business.,J16090,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16090,2024-10-23T20:24:30.074
,,University of Pittsburgh,Appointment Stream (non-tenure track) Faculty Position in Finance,"Pittsburgh, Pennsylvania.",https://cfopitt.taleo.net/careersection/pitt_faculty_external/jobdetail.ftl?job=24008055&tz=GMT-04%3A00&tzname=America%2FNew_York,finfacultysearch@katz.pitt.edu,"Cover Letter, Curriculum Vitae, References (3), Research Statement, Teaching Statement",,Full-time non-tenure track faculty position in Finance at the University of Pittsburgh's Joseph M. Katz Graduate School of Business and College of Business Administration.,J16076,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16076,2024-10-23T20:24:30.074
2024-11-17,,University of Pittsburgh,Tenure Stream Faculty in Finance,"Pittsburgh, Pennsylvania. United States",https://cfopitt.taleo.net/careersection/pitt_faculty_external/jobsearch.ftl?lang=en&portal=12100023232,finfacultysearch@katz.pitt.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Research Statement, Teaching Statement",,"This application is for a Tenure-Stream Assistant Professor position in Finance at the University of Pittsburgh, starting Fall 2025. It requires a PhD in Finance or related field, academic research excellence, and teaching quality.",J16075,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16075,2024-10-23T20:24:30.074
,,Frankfurt School of Finance & Management gGmbH,Post-Doc (f/m/d) Center for European Transformation,"Frankfurt am Main, Germany",http://apply.interfolio.com/133417,c.kus@fs.de,"Curriculum Vitae, Job Market Paper/other papers, References (2), Work-in-progress abstracts",,"Post-doctoral fellow position with focus on financial intermediation and capital markets, application procedure via Interfolio.",J16067,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16067,2024-10-23T20:24:30.074
2024-11-29,,University of Naples Federico II,Research Fellowships,"Naples, Italy",https://econjobmarket.org/positions/11008,csef@unina.it,"Curriculum Vitae, References (2), Research Paper",,This application is for a Research Fellowship in finance and financial economics at the University of Naples Federico II.,J16060,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16060,2024-10-23T20:24:30.074
2024-12-01,,Stern at NYUAD,"Assistant Professor of Finance, Tenure-track - Stern at NYUAD","Abu Dhabi, United Arab Emirates",https://apply.interfolio.com/156887,"nyuad.academicrecruitment@nyu.edu, faculty.affairs@sternad.nyu.edu","Cover Letter, Curriculum Vitae, References (3), Research Statement, Teaching Statement","Recent teaching evaluations, Three (3) representative publications/writing samples","This application is for a tenure-track Assistant Professor position in Finance at Stern School of Business, NYU Abu Dhabi.",J16058,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16058,2024-10-23T20:24:30.074
2024-11-22,,"BI Norwegian Business School, Department of Finance",Faculty positions in Finance,"Oslo, Norway", ,financerecruiting@bi.no,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers",References (3),This application is for a tenure-track faculty position in Finance at BI Norwegian Business School. It involves research production and has various qualification requirements.,J16050,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16050,2024-10-23T20:24:30.074
,,University of Miami Herbert Business School,Open Rank Tenure Track Faculty Position,"Coral Gables, Miami, Florida.",https://careers.miami.edu/us/en/job/R100081474/MHBS-Assistant-Associate-Full-Professor,ktp31@bus.miami.edu,"Curriculum Vitae, Job Market Paper/other papers, References (3), Research Statement, Teaching Statement",,"This application is for the Open Rank Tenure Track Faculty Position at Miami Herbert Business School. It is a tenure track Assistant/Associate/Full Professor position with responsibilities in teaching, research, and service.",,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16053,2024-10-23T20:24:30.074
2024-10-30,,Pennsylvania State University,Nittany Lion Fund (NLF) President,"University Park, Pennsylvania.",https://apptrkr.com/5711412,finance.recruiting@psu.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"This application is for the Nittany Lion Fund President position at Penn State University. It is a non-tenure track job with responsibilities including managing the fund, recruiting investors, and training students.",J16044,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16044,2024-10-23T20:24:30.074
2024-12-06,,"Tsinghua University, PBC School of Finance","Professor, Associate Professor, Assistant Professor","Beijing, China",https://facultyrecruitment.pbcsf.tsinghua.edu.cn,recruitment@pbcsf.tsinghua.edu.cn,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"This application is for a full professor or associate professor appointment in finance and economics at the PBC School of Finance, Tsinghua University.",J16039,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16039,2024-10-23T20:24:30.074
2024-11-24,,ESCP Business School,"Assistant/Associate Professor of Finance – London, Madrid, Paris, or Turin","London (UK), Madrid (Spain), Paris (France), or Turin (Italy), France",https://econjobmarket.org/positions/11002,finance@escp.eu,"Cover Letter, Curriculum Vitae, References (3), Research Statement, Teaching Statement (including teaching evaluations)",,"This application is for the Assistant/Associate Professor of Finance position at ESCP Business School. It requires a Ph.D. in Finance or Economics, with research and teaching experience.",J16037,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16037,2024-10-23T20:24:30.074
,,Iowa State University,Assistant Professor of Finance,"Ames, Iowa. United States",https://isu.wd1.myworkdayjobs.com/IowaStateJobs/job/Ames-IA/Assistant-Professor-of-Finance_R15718,jfinch@iastate.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)",,"Assistant Professor of Finance position at Iowa State University, Ivy College of Business.",J16034,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16034,2024-10-23T20:24:30.074
,,"School of Business Administration, University of Haifa",Tenure-track position in Finance,"Haifa, Israel",,mbiron@univ.haifa.ac.il,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, Research Statement, Teaching Statement",Three recommendation letters,"Tenure-track position in Finance requiring PhD, publications, and teaching experience.",,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16018,2024-10-23T20:24:30.074
2024-11-15,,The Ohio State University,Assistant Professor in Finance,"Columbus, Ohio.",https://fisher.osu.edu/academic-departments/department-finance/finance-faculty-recruiting,finance.recruiting@fisher.osu.edu,"Curriculum Vitae, Job Market Paper/other papers, References (3)","Selected working papers or publications, Evidence of teaching effectiveness",This application is for a tenure-track Assistant Professor position in Finance at The Ohio State University's Fisher College of Business.,J16009,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16009,2024-10-23T20:24:30.074
2024-11-22,,University College London,Assistant Professor (Lecturer) in Finance,"London, United Kingdom",https://econjobmarket.org/positions/10955,a.gorbenko@ucl.ac.uk,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,Assistant Professor in Finance position at UCL Economics and UCL School of Management. Online application via Econ Job Market website.,J16005,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16005,2024-10-23T20:24:30.074
,,Federal Reserve Bank of Atlanta,Financial Economist,"Atlanta, Georgia. United States",https://econjobmarket.org/positions/11007,frba.recruiting@gmail.com,"Curriculum Vitae, Job Market Paper/other papers, References (3)",,"This application is for a research economist position in the Financial Markets group at the Federal Reserve Bank of Atlanta. The job requires experience, publications, and excellent communication skills.",J15997,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15997,2024-10-23T20:24:30.074
2024-11-18,,INSEAD,"Full-time, tenured, or tenure-track faculty position in the Finance Area","Fontainebleau, France",apply.interfolio.com/157066,insead.FIN-area@insead.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)","Research Statement, Teaching Statement, Publications/papers/writing samples","Full-time, tenured, or tenure-track faculty position in the Finance Area at INSEAD. The search is for full-time, tenure track positions starting September 2025.",J16006,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=16006,2024-10-23T20:24:30.074
2025-02-11,,Wenzhou-Kean University,2025 Finance Assistant/Associate Professor,"Wenzhou, China",https://apply.interfolio.com/156128,financehiring@wku.edu.cn,"Cover Letter, Curriculum Vitae, Optional writing sample, References (3), Research Statement, Teaching Statement, Unofficial Transcripts",,"We invite applicants for full-time positions of tenure-track, 10-month, Assistant/Associate Professor in Finance to begin in Spring 2025 or Fall 2025.",J15993,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15993,2024-10-23T20:24:30.074
2025-02-01,,University of Utah David Eccles School of Business,Assistant/Associate/Professor for Finance Department (Campus Faculty),"Salt Lake City, Utah.",https://utah.peopleadmin.com/postings/172190,,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"Assistant/Associate/Professor position in Finance Department, tenure-track faculty, with a focus on Fintech research and teaching expertise.",J15989,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15989,2024-10-23T20:24:30.074
2025-02-01,,University of Utah David Eccles School of Business,Assistant/Associate/Professor (Lecturer) for Finance Department (Campus Faculty),"Salt Lake City, Utah. United States",https://utah.peopleadmin.com/postings/172187,finance@eccles.utah.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"This application is for a non-tenure track Assistant/Associate/Professor (Lecturer) position in Finance at the David Eccles School of Business, University of Utah.",J15988,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15988,2024-10-23T20:24:30.074
,,"Guanghua School of Management, Peking University",Assistant/Associate/Full Professor of Finance,"Beijing, China",https://en.gsm.pku.edu.cn/Faculty_Research/Faculty_Recruitment/Postdoctoral_Recruitment.htm,recruitment@gsm.pku.edu.cn,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"This application is for the Assistant/Associate/Full Professor of Finance position at Guanghua School of Management, Peking University. It is a tenure track position.",J15985,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15985,2024-10-23T20:24:30.074
2024-11-10,,California Institute of Technology,Assistant Professor of Economics,"Pasadena, California. United States",https://applications.caltech.edu/jobs/econ,econrecruit@caltech.edu,"Cover Letter, Curriculum Vitae, References (3), Research Statement, Teaching Statement",Sample of original written work,"This application is for an Assistant Professor of Economics position at Caltech. It is a tenure-track position in applied microeconomics, experimental/behavioral economics, or finance.",J15982,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15982,2024-10-23T20:24:30.074
2025-06-30,,University of California San Diego,Assistant Professor of Finance,"La Jolla, California.",https://apptrkr.com/5712906,lfp002@ucsd.edu,"Additional Research Paper, Cover Letter, Curriculum Vitae, Job Market Paper, References (3), Statement of Contributions to Diversity, Statement of Research, Statement of Teaching",,The Rady School of Management at UC San Diego invites applications for one or more faculty positions at the Assistant Professor level in the field of Finance.,J15977,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15977,2024-10-23T20:24:30.074
2025-01-15,,University of Texas at El Paso,Professor of International Business or International Economics & Endowed Chair Position,"El Paso, Texas.",https://www.utep.edu/employment,,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,This application is for the Professor of International Business or International Economics & Endowed Chair Position at The University of Texas at El Paso.,J15976,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15976,2024-10-23T20:24:30.074
2024-11-24,,The Chinese University of Hong Kong,Assistant Professor(s),"Hong Kong, Hong Kong",https://cuhk.taleo.net/careersection/cu_career_teach/jobdetail.ftl?job=240002JU,fin@cuhk.edu.hk,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3)",,This application is for the position of Assistant Professor(s) at CUHK Business School's Department of Finance.,240002JU,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15974,2024-10-23T20:24:30.074
2024-12-01,,University of Illinois Urbana Champaign,Open Rank Faculty,"Champaign, Illinois. United States",https://jobs.illinois.edu,,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Research Statement, Teaching Statement",,"This application is for an Open Rank Faculty position in public finance at the University of Illinois, with a strong preference for expertise in public economics or environmental economics.",1026783,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15973,2024-10-23T20:24:30.074
2024-11-21,,Université Paris Dauphine - PSL,Assistant and Associate/Full Professors in Finance,"Paris, France",,recrutement.drm-finance@dauphine.psl.eu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,This application is for a tenure-track assistant professor or tenured associate/full professor position in Finance at Université Paris Dauphine - PSL.,J15964,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15964,2024-10-23T20:24:30.074
2024-11-22,,Nova SBE,Finance Professor at Nova School of Business and Economics (Assistant Professor rank for Research and all rank Teaching Track),"Lisboa, Portugal",https://econjobmarket.org/job_id/J15962,faculty.recruitment@novasbe.pt,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"This application is for the Assistant Professor in Finance (Research Tenure Track) and Professor in Finance (Teaching Track) positions at Nova School of Business and Economics, effective September 1, 2025.",J15962,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15962,2024-10-23T20:24:30.074
2024-11-22,,"Department of Finance, University of Vienna",Assistant Professor,"Vienna, Austria",https://econjobmarket.org/positions/10950,gyoengyi.loranth@univie.ac.at,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,This application is for an Assistant Professor position in Finance at the University of Vienna. It is a tenure-track and six-year fixed-term contract position.,J15961,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15961,2024-10-23T20:24:30.074
,,"University of Wisconsin- Madison, Wisconsin School of Business",Assistant/Associate/or Full Professor,"Madison, Wisconsin. United States",https://jobs.wisc.edu/jobs/search?page=1&query=risk+and+insurance,se.yang@wisc.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,Non-tenure track position in Risk and Insurance Department at University of Wisconsin-Madison. Highly competitive salaries.,J15958,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15958,2024-10-23T20:24:30.074
2024-11-30,,The University of Hong Kong,Tenure-Track Professor/Associate Professor/Assistant Professor (several posts) in Finance,"Hong Kong, Hong Kong",https://jobs.hku.hk,fina.jobmarket@hku.hk,"Curriculum Vitae, Job Market Paper/other papers",References (3),Tenure-Track Professor/Associate Professor/Assistant Professor in Finance for several posts at The University of Hong Kong.,J15948,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15948,2024-10-23T20:24:30.074
2024-11-29,,"Kelley School of Business, Indiana University","Assistant Professor positions, Finance","Bloomington, Indiana. United States",https://indiana.peopleadmin.com/postings/26031,endriss@iu.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"This application is for tenure-track Assistant Professor positions in Finance at Indiana University, with a deadline of November 29th, 2024.",J15949,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15949,2024-10-23T20:24:30.074
2024-11-01,,University of Auckland,Lecturer/Senior Lecturer in Finance,"Auckland, New Zealand",https://smrtr.io/nw4Vb, ,"Cover Letter, Curriculum Vitae, Publication Record, References (3), Research Program Statement, Teaching Philosophy Statement",,"The Department of Accounting & Finance is seeking two full-time Lecturers or Senior Lecturers in Finance. The successful candidates will demonstrate strong research potential and a commitment to excellent teaching, enhanced by appropriate learning technologies.",J15947,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15947,2024-10-23T20:24:30.074
2025-08-01,,"University of Arizona, Eller College of Management","Assistant Professor, Finance (Tenure-Eligible)","Tucson, Arizona. United States",https://arizona.csod.com/ux/ats/careersite/4/home/requisition/20736?c=arizona&sq=finance,mpd1@arizona.edu,"Cover Letter, Curriculum Vitae, Evidence of teaching effectiveness, Job Market Paper/other papers, References (3), Research Statement, Teaching Statement",,"This application is for a tenure-eligible Assistant Professor, Finance position at the University of Arizona's Eller College of Management.",J15945,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15945,2024-10-23T20:24:30.074
2024-11-15,,EIEF - Einaudi Institute for Economics and Finance,Assistant Professor,"Rome, Italy",https://econjobmarket.org/,applications@eief.it,"Curriculum Vitae, Job Market Paper/other papers, References (3)",,"This application is for a tenure-track Assistant Professor position at EIEF, starting summer 2025.",J15943,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15943,2024-10-23T20:24:30.074
2024-11-18,,"Copenhagen Business School, Department of Finance",Faculty positions,"Copenhagen, Denmark",https://econjobmarket.org/positions/10946,recruiting.fi@cbs.dk,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,The Department of Finance at Copenhagen Business School seeks faculty members. Tenure-track candidates should have a PhD in finance or related discipline with research potential. Senior candidates need research and teaching records.,J15942,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15942,2024-10-23T20:24:30.074
2025-01-05,,School of Accountancy， Shanghai University of Finance and Economics,Tenure-track Positions,"Shanghai, China",http://sa.sufe.edu.cn,kjxyrenshi@mail.shufe.edu.cn,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Research Statement, Teaching Statement",,"This application is for tenure-track positions in accounting, corporate finance and auditing at Shanghai University of Finance and Economics. It is a non-tenure track position.",J15938,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15938,2024-10-23T20:24:30.074
2024-12-14,,University of Notre Dame,University Chair Position in the Finance Department,"South Bend, Indiana. United States",https://apply.interfolio.com/154852,,"Cover Letter, Curriculum Vitae, Teaching Evaluation",,This application is for the University Chair Position in the Finance Department. It is a tenured full professor level position with a university chair professorship at Notre Dame.,J15937,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15937,2024-10-23T20:24:30.074
2024-11-20,,University of Notre Dame,Tenure Track Position in the Finance Department,"South Bend, Indiana. United States",https://apply.interfolio.com/154844,,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"We are seeking tenure-track applicants in finance at the University of Notre Dame. Candidates should have a Ph.D. in Finance or a related field and demonstrate publishing potential, teaching ability, and research contributions.",J15936,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15936,2024-10-23T20:24:30.074
2025-09-01,,University of Michigan Ross School of Business,Assistant Professor of Finance,"Ann Arbor, Michigan. United States",http://apply.interfolio.com/150592,,"Cover Letter, Curriculum Vitae, Diversity Statement, Job Market Paper/other papers, References (3), Research Statement, Teaching Statement",,"Assistant Professor of Finance at the Stephen M. Ross School of Business, University of Michigan.",J15935,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15935,2024-10-23T20:24:30.074
2024-11-15,,Imperial College London,Assistant/Associate/Full Professor in Finance,"London, United Kingdom",https://www.imperial.ac.uk/jobs/search-jobs/description/index.php?jobId=20891&jobTitle=Professors+%28Assistant%2FAssociate%2FFull+Professor%29+of+Finance,financerecruitment@imperial.ac.uk,"Curriculum Vitae, Job Market Paper/other papers",References (3),Assistant/Associate/Full Professor in Finance Job Description & Qualification at Imperial College Business School. Non-tenure track position.,J15932,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15932,2024-10-23T20:24:30.074
2024-11-28,,ESSEC Business School,Research professors at all levels,"Cergy-Pontoise Cedex, France",https://www.econjobmarket.org/,finance@essec.edu,"Cover Letter, Curriculum Vitae, References (3), Research Statement",,"This application is for a research professor position at ESSEC Business School, starting September 01, 2025.",J15930,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15930,2024-10-23T20:24:30.074
"June 1, 2025",,"Ecole des sciences de la gestion, Université du Québec à Montréal",Open Rank (Tenured or Tenure-Track) Faculty Positions in Finance,"Montreal, Canada",https://rh.uqam.ca/emplois/personnel-enseignant/,roch.alexandre_f@uqam.ca,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (2), Teaching Dossier",,"This application is for a tenured or tenure-track finance faculty position at ESG UQAM, with an anticipated start date of June 1, 2025.",J15931,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15931,2024-10-23T20:24:30.074
2024-11-15,,HEC Montreal,Assistant Professor of Finance,"Montreal, Canada",https://tre.tbe.taleo.net/tre01/ats/careers/v2/applyRequisition?org=NYQEDG&cws=43&rid=1032,dap@hec.ca,"Cover Letter, Curriculum Vitae, Ph.D. Diploma, References (3), Research Statement",Job Market Paper/other papers,"This application is for a tenure-track Assistant Professor of Finance position at HEC Montréal, starting in 2025/2026.",J15923,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15923,2024-10-23T20:24:30.074
2024-11-30,,University of Florida / Warrington College of Business,Chaired Full Professor of Finance,"Gainesville, Florida.",https://jobs.ufl.edu/,,"Cover Letter, Curriculum Vitae, References (3)",,"This application is for a Full Professor of Finance position at the University of Florida, Warrington College of Business.",533346,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15915,2024-10-23T20:24:30.074
2025-08-01,,University of Florida / Warrington College of Business,Ast/ Aso Professor,"Gainesville, Florida. United States",https://jobs.ufl.edu (job number 533345),murillo.campello@warrington.ufl.edu,"Cover Letter, Curriculum Vitae, Job Market Paper/other papers, References (3), Teaching Statement",,"Assistant or Associate Professor of Finance position at the University of Florida, with requirements including PhD in Finance or Economics and demonstrated proficiency in academic research.",J15914,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15914,2024-10-23T20:24:30.074
2025-08-18,,Binghamton University,Assistant Professor of Finance,"Binghamton, New York.",https://binghamton.interviewexchange.com/,,"Cover Letter, Curriculum Vitae, References (3), Research Statement, Teaching Statement",,"Assistant Professor of Finance position at Binghamton University, tenure-track, starting mid-August 2025.",,SSRN,https://www.ssrn.com/index.cfm/en/janda/job/?id=15902,2024-10-23T20:24:30.074
